id,grade,date,teacher_id,student_id,lesson
684,1,2022/03/25,22,294,Technology
685,7,2022/10/13,113,307,n/a
686,9,2022/06/11,33,484,Public Utilities
687,1,2021/11/17,86,286,Technology
688,7,2022/03/17,58,317,Consumer Durables
689,9,2022/10/01,20,180,n/a
690,9,2022/09/28,136,848,Technology
691,5,2022/03/10,134,653,n/a
692,10,2022/09/22,2,699,n/a
693,4,2022/09/07,117,562,Consumer Services
694,8,2022/10/08,43,540,Consumer Durables
695,4,2022/09/11,116,978,Transportation
696,4,2022/01/09,44,989,n/a
697,6,2022/04/20,100,304,Finance
698,2,2022/01/14,25,204,Health Care
699,2,2022/07/14,150,907,Health Care
700,4,2022/05/05,27,541,n/a
701,8,2021/12/07,66,406,Energy
702,8,2022/08/28,73,148,Energy
703,3,2022/08/18,47,754,Public Utilities
704,6,2022/01/27,12,35,Technology
705,5,2022/06/18,39,956,n/a
706,1,2022/07/05,78,95,Finance
707,2,2021/11/29,3,195,n/a
708,9,2021/12/18,147,992,Energy
709,7,2022/04/26,142,140,Consumer Services
710,7,2022/10/14,134,280,Health Care
711,3,2022/07/26,109,536,Consumer Services
712,7,2022/02/08,79,569,Finance
713,1,2022/05/07,142,843,Transportation
714,3,2022/04/16,132,850,Finance
715,10,2021/11/26,58,379,Consumer Services
716,5,2022/07/28,135,362,Technology
717,4,2021/11/01,61,582,n/a
718,3,2022/09/25,19,24,Consumer Services
719,9,2022/01/25,116,281,Finance
720,5,2021/10/31,50,134,Finance
721,9,2022/10/10,29,54,Finance
722,4,2022/09/11,55,524,Finance
723,9,2021/11/22,120,876,Consumer Non-Durables
724,2,2022/07/05,62,105,Consumer Durables
725,5,2022/08/19,78,253,Consumer Services
726,6,2021/11/14,84,10,Capital Goods
727,8,2022/08/29,31,641,Health Care
728,3,2022/02/08,120,80,Technology
729,3,2022/09/26,82,172,Finance
730,5,2022/07/01,94,726,Technology
731,2,2022/04/26,26,587,Transportation
732,7,2022/02/15,102,953,Finance
733,7,2022/06/11,77,327,Finance
734,5,2022/05/02,77,543,Health Care
735,9,2022/07/16,133,799,Finance
736,6,2022/01/26,83,502,Finance
737,3,2021/12/20,52,823,Consumer Durables
738,10,2022/08/25,117,618,Technology
739,7,2022/04/18,80,150,Consumer Services
740,9,2022/07/04,13,487,n/a
741,6,2022/07/29,29,912,n/a
742,1,2022/04/19,48,304,Consumer Services
743,9,2022/04/29,74,135,Public Utilities
744,9,2022/08/12,104,35,Health Care
745,6,2022/02/25,119,371,n/a
746,2,2022/08/12,90,678,Public Utilities
747,3,2022/03/19,65,301,n/a
748,2,2022/06/03,102,666,Miscellaneous
749,5,2022/04/21,102,944,Miscellaneous
750,9,2021/10/18,47,676,Consumer Services
751,8,2022/05/05,70,952,n/a
752,6,2022/08/19,117,165,n/a
753,10,2022/05/29,24,332,n/a
754,8,2022/03/25,17,208,n/a
755,4,2022/04/04,37,678,Consumer Services
756,8,2022/08/31,124,22,Energy
757,7,2022/06/30,4,234,Energy
758,7,2022/05/30,46,110,Finance
759,2,2022/08/11,106,896,n/a
760,10,2021/10/19,125,845,Finance
761,2,2022/06/10,20,795,Technology
762,8,2022/03/17,66,300,n/a
763,6,2022/09/19,9,109,Capital Goods
764,6,2022/03/04,127,140,n/a
765,8,2021/12/19,141,775,n/a
766,6,2022/07/30,77,816,n/a
767,3,2022/06/19,34,194,n/a
768,4,2022/07/05,53,351,Miscellaneous
769,6,2021/10/27,113,87,n/a
770,1,2022/03/28,76,834,Consumer Services
771,6,2022/01/18,102,555,Technology
772,3,2022/05/01,145,882,Health Care
773,9,2021/11/10,114,527,Energy
774,6,2021/12/21,68,266,n/a
775,9,2021/12/17,118,25,Capital Goods
776,1,2021/11/23,10,836,Finance
777,2,2022/01/27,24,888,Consumer Services
778,10,2022/01/28,106,848,n/a
779,2,2022/07/12,27,503,Consumer Services
780,5,2022/04/04,11,197,Public Utilities
781,5,2021/12/05,129,156,n/a
782,7,2022/10/16,32,708,Finance
783,1,2022/03/06,6,707,Energy
784,9,2022/09/15,60,981,Technology
785,9,2022/01/13,17,186,Finance
786,4,2022/07/29,30,572,Finance
787,4,2022/05/08,39,538,Health Care
788,1,2022/05/25,45,820,Public Utilities
789,7,2022/09/29,43,649,Technology
790,1,2022/07/02,55,205,n/a
791,7,2022/06/09,43,86,Consumer Services
792,5,2022/06/29,19,203,Capital Goods
793,9,2022/07/07,76,215,Finance
794,1,2022/06/26,100,691,Consumer Services
795,9,2022/08/04,146,213,n/a
796,6,2021/12/06,91,811,Capital Goods
797,3,2022/04/20,74,778,Capital Goods
798,6,2021/12/10,113,920,n/a
799,4,2022/01/23,119,415,Technology
800,9,2021/12/23,6,816,Energy
801,10,2022/06/23,109,203,n/a
802,3,2021/12/29,135,767,Finance
803,9,2022/04/18,67,908,n/a
804,7,2022/05/10,40,598,n/a
805,8,2022/05/15,31,842,n/a
806,9,2021/11/08,82,626,Consumer Services
807,7,2022/06/21,98,379,Technology
808,5,2021/12/15,99,123,Consumer Non-Durables
809,4,2021/12/09,87,94,n/a
810,1,2021/10/18,70,768,n/a
811,9,2022/08/17,13,845,Consumer Services
812,8,2022/02/26,69,700,Capital Goods
813,5,2022/05/11,120,82,Energy
814,6,2022/05/19,124,739,Health Care
815,7,2022/06/29,67,467,Health Care
816,5,2022/06/16,149,236,n/a
817,8,2022/07/22,45,725,Consumer Services
818,10,2022/08/15,16,433,Consumer Services
819,9,2022/02/25,87,37,Consumer Services
820,7,2021/11/27,42,284,Health Care
821,10,2021/10/22,33,32,Finance
822,9,2022/03/03,142,385,Consumer Non-Durables
823,8,2022/09/02,87,129,n/a
824,3,2022/03/25,40,216,Public Utilities
825,5,2022/09/10,72,136,Public Utilities
826,4,2021/11/03,75,560,Technology
827,8,2022/01/17,53,767,Technology
828,8,2022/09/23,39,672,Public Utilities
829,8,2022/07/04,96,724,Consumer Non-Durables
830,9,2022/10/16,73,251,Finance
831,1,2022/04/24,36,798,n/a
832,5,2021/10/26,130,666,Finance
833,9,2022/07/11,21,620,Finance
834,1,2022/04/03,48,779,Public Utilities
835,2,2021/11/02,88,828,n/a
836,10,2022/08/04,149,545,Public Utilities
837,7,2022/09/11,134,614,Finance
838,7,2022/07/30,136,355,n/a
839,3,2022/01/26,33,905,Capital Goods
840,5,2021/11/06,124,750,Finance
841,1,2022/03/20,65,780,Energy
842,3,2021/12/30,82,426,n/a
843,4,2022/05/08,121,787,Energy
844,8,2022/01/19,107,187,Finance
845,9,2021/11/18,44,658,Capital Goods
846,3,2021/11/04,55,65,Consumer Services
847,6,2021/12/14,142,965,Basic Industries
848,8,2022/05/27,123,351,n/a
849,2,2022/02/02,8,645,Consumer Services
850,6,2021/12/03,92,406,Consumer Services
851,6,2022/09/22,41,608,Basic Industries
852,5,2022/08/05,91,867,Capital Goods
853,5,2022/03/20,80,660,Consumer Services
854,3,2022/04/06,80,644,Finance
855,8,2022/10/09,22,171,Technology
856,7,2022/01/22,105,667,Consumer Services
857,9,2022/08/12,119,48,Consumer Services
858,3,2022/04/23,26,86,Consumer Services
859,1,2022/07/16,108,378,n/a
860,9,2022/09/10,68,337,n/a
861,1,2022/07/31,144,869,Transportation
862,8,2022/02/25,80,405,n/a
863,4,2021/10/28,104,564,Technology
864,7,2022/09/22,25,775,Consumer Services
865,6,2022/01/10,67,921,n/a
866,7,2022/06/27,64,944,Consumer Services
867,9,2021/12/11,14,234,Technology
868,2,2022/10/14,110,65,n/a
869,5,2021/10/30,118,634,Capital Goods
870,6,2021/10/19,101,441,Technology
871,9,2022/04/12,24,922,n/a
872,7,2021/10/21,28,455,n/a
873,6,2022/03/29,42,313,Miscellaneous
874,5,2022/05/13,107,88,n/a
875,2,2022/01/15,135,776,Technology
876,2,2022/08/18,40,924,n/a
877,5,2022/01/09,7,289,n/a
878,5,2022/08/19,117,893,Technology
879,6,2021/11/08,82,102,Consumer Non-Durables
880,6,2022/03/12,19,699,Consumer Services
881,1,2022/02/27,143,225,Consumer Services
882,6,2022/10/03,147,928,Finance
883,4,2021/12/12,126,377,Consumer Services
884,2,2021/12/03,145,629,Capital Goods
885,5,2022/05/31,30,658,Health Care
886,2,2022/03/10,18,374,Health Care
887,6,2022/03/16,12,489,Finance
888,7,2022/09/05,64,540,Health Care
889,5,2022/09/01,108,412,Finance
890,1,2022/01/08,111,972,Transportation
891,6,2022/08/24,140,732,Consumer Services
892,7,2022/06/16,147,38,Energy
893,8,2021/10/31,13,309,Consumer Non-Durables
894,2,2022/01/23,11,192,Capital Goods
895,2,2022/01/20,46,86,n/a
896,5,2022/09/19,141,286,Technology
897,6,2022/08/08,66,108,Public Utilities
898,9,2022/08/02,103,380,Basic Industries
899,3,2021/12/17,34,776,Finance
900,7,2022/10/10,82,399,n/a
901,3,2022/04/03,81,792,Miscellaneous
902,2,2022/08/26,43,1,Capital Goods
903,2,2021/12/30,150,885,n/a
904,6,2022/06/06,91,763,n/a
905,2,2022/04/06,41,227,Consumer Services
906,6,2022/10/12,53,605,Finance
907,2,2022/06/23,52,105,Basic Industries
908,10,2022/07/30,29,572,Capital Goods
909,8,2021/12/07,103,329,Consumer Services
910,7,2022/06/28,51,62,Finance
911,2,2022/09/15,5,123,n/a
912,9,2021/12/28,56,668,Finance
913,9,2022/04/23,47,181,Finance
914,1,2022/01/18,50,399,Consumer Services
915,7,2022/01/29,17,552,Technology
916,10,2022/01/15,30,17,Finance
917,2,2022/07/21,95,934,Consumer Services
918,6,2022/06/13,150,872,n/a
919,5,2022/05/07,113,820,Technology
920,4,2022/06/16,94,859,n/a
921,10,2022/02/15,83,329,Miscellaneous
922,4,2021/10/18,48,760,n/a
923,8,2022/01/19,106,38,n/a
924,5,2022/01/29,12,924,n/a
925,5,2022/06/17,54,419,Consumer Non-Durables
926,9,2022/07/24,58,949,Capital Goods
927,4,2021/12/03,96,481,Finance
928,5,2021/10/30,44,652,Finance
929,4,2022/05/17,91,828,n/a
930,5,2022/04/04,52,595,Energy
931,4,2022/08/04,69,937,Health Care
932,7,2022/05/02,139,886,n/a
933,10,2022/08/25,77,637,n/a
934,5,2022/09/04,145,142,Health Care
935,8,2022/08/24,88,950,Technology
936,8,2022/09/08,118,46,Energy
937,1,2021/11/17,55,199,Health Care
938,6,2022/04/17,103,600,Technology
939,6,2022/02/23,49,506,Consumer Services
940,3,2022/07/14,38,252,Consumer Services
941,3,2021/11/12,21,225,Technology
942,8,2022/02/08,9,298,Public Utilities
943,1,2022/04/01,68,759,Transportation
944,6,2022/08/28,54,443,Health Care
945,4,2022/01/07,104,531,Public Utilities
946,2,2022/07/03,139,440,Transportation
947,9,2022/02/24,87,125,Health Care
948,1,2022/02/11,1,737,Consumer Non-Durables
949,3,2022/06/22,35,25,Consumer Services
950,4,2022/08/06,33,712,Finance
951,4,2022/04/20,60,639,n/a
952,5,2022/02/27,74,91,n/a
953,5,2022/04/30,78,900,Public Utilities
954,4,2022/08/02,70,441,Energy
955,5,2022/08/01,122,163,Consumer Services
956,2,2022/05/04,56,833,Basic Industries
957,7,2022/04/15,84,611,n/a
958,8,2021/10/23,129,753,n/a
959,8,2021/10/25,78,11,Technology
960,10,2022/03/13,15,743,Capital Goods
961,1,2022/03/26,138,497,Consumer Durables
962,6,2022/04/24,53,310,Consumer Services
963,4,2022/03/16,66,27,Consumer Services
964,4,2021/12/28,35,147,n/a
965,9,2022/05/17,95,854,n/a
966,10,2022/04/22,139,413,Finance
967,6,2022/08/29,5,977,Basic Industries
968,3,2022/05/08,42,876,Finance
969,6,2022/08/17,108,944,Public Utilities
970,9,2021/10/20,49,437,Consumer Non-Durables
971,9,2022/02/27,14,646,Basic Industries
972,10,2022/05/22,40,684,n/a
973,1,2022/01/10,135,537,n/a
974,9,2021/11/05,47,361,Consumer Services
975,4,2022/01/11,5,326,Health Care
976,8,2021/11/12,108,619,Consumer Services
977,8,2022/02/09,83,488,Finance
978,5,2022/02/19,3,524,n/a
979,7,2022/10/12,139,437,n/a
980,8,2022/06/15,32,241,Energy
981,8,2022/01/12,141,135,Finance
982,6,2022/10/14,96,225,Technology
983,3,2022/10/11,24,183,n/a
984,8,2022/07/15,149,266,Energy
985,5,2022/09/27,14,775,Health Care
986,9,2022/06/17,140,50,Technology
987,5,2022/09/22,70,414,Transportation
988,6,2022/03/27,90,337,Technology
989,3,2022/06/23,141,338,Basic Industries
990,1,2022/10/11,36,958,Finance
991,7,2021/11/23,9,703,Finance
992,6,2022/04/23,28,593,Basic Industries
993,6,2022/03/23,60,212,Health Care
994,3,2022/06/19,84,536,Capital Goods
995,3,2022/05/20,49,131,Health Care
996,7,2022/01/16,103,601,Consumer Services
997,4,2022/03/27,60,707,Technology
998,8,2022/08/31,5,855,Health Care
999,1,2022/03/14,20,597,Finance
1000,10,2022/01/21,8,586,n/a
