id,grade,date,teacher_id,student_id,lesson
683,8,2022/03/19,98,316,n/a
684,6,2022/02/11,15,133,n/a
685,1,2022/09/06,99,791,Technology
686,2,2021/11/23,71,203,Finance
687,8,2022/08/10,20,872,n/a
688,10,2022/07/20,36,639,Energy
689,1,2022/09/27,138,467,Finance
690,3,2022/06/08,131,944,Technology
691,6,2022/07/07,46,211,Consumer Non-Durables
692,6,2022/10/15,88,871,n/a
693,8,2022/06/22,95,187,Technology
694,7,2022/01/13,100,456,Consumer Services
695,6,2022/04/25,7,513,Capital Goods
696,3,2022/02/02,103,680,Miscellaneous
697,6,2021/12/01,56,993,Public Utilities
698,9,2022/06/11,117,292,Public Utilities
699,5,2022/02/08,97,495,Health Care
700,4,2022/09/19,112,221,Consumer Durables
701,9,2022/06/24,131,640,Consumer Services
702,9,2021/12/12,141,443,Energy
703,3,2021/11/05,137,566,Finance
704,3,2021/11/04,150,220,Technology
705,10,2021/11/14,7,776,Basic Industries
706,9,2022/09/18,39,6,Health Care
707,4,2022/05/17,47,973,Basic Industries
708,4,2021/11/12,149,785,Basic Industries
709,10,2022/01/15,67,579,Consumer Non-Durables
710,4,2021/12/30,27,967,Finance
711,9,2022/08/15,100,498,Technology
712,2,2022/06/15,35,125,n/a
713,3,2021/12/17,60,817,Finance
714,1,2022/07/10,113,686,Consumer Services
715,1,2022/06/15,150,724,Finance
716,6,2022/08/28,55,904,Finance
717,4,2022/01/15,27,726,Consumer Services
718,2,2022/05/15,128,484,n/a
719,9,2022/03/23,17,477,Health Care
720,1,2021/11/20,5,393,n/a
721,3,2022/04/11,1,547,Consumer Services
722,4,2021/11/14,15,496,Health Care
723,7,2021/11/20,104,933,n/a
724,9,2022/05/01,80,145,Health Care
725,3,2022/04/07,34,226,n/a
726,7,2021/10/27,85,375,n/a
727,7,2022/09/21,128,773,Consumer Services
728,8,2021/10/29,112,362,Finance
729,9,2022/07/11,98,386,Public Utilities
730,7,2022/01/19,138,280,Finance
731,8,2022/08/05,136,407,Finance
732,10,2022/03/23,64,531,n/a
733,8,2022/01/18,87,337,n/a
734,5,2022/06/16,115,761,Transportation
735,2,2022/08/02,30,21,Finance
736,4,2022/03/05,24,16,Basic Industries
737,10,2021/11/26,112,956,n/a
738,1,2022/05/27,102,125,Technology
739,2,2021/11/19,44,703,Technology
740,4,2022/04/03,60,677,Consumer Services
741,7,2022/09/22,46,400,Health Care
742,7,2022/09/04,99,680,Energy
743,2,2022/06/04,35,212,Consumer Services
744,2,2022/07/07,44,181,Finance
745,9,2022/05/27,126,875,Public Utilities
746,1,2022/01/06,39,533,Technology
747,4,2022/07/06,110,984,n/a
748,10,2022/06/04,4,632,Health Care
749,7,2022/04/23,119,757,n/a
750,4,2022/03/03,79,401,Technology
751,3,2021/10/19,133,750,n/a
752,1,2022/10/01,121,903,Miscellaneous
753,9,2021/10/18,25,32,Capital Goods
754,10,2022/08/30,52,614,n/a
755,10,2022/03/22,18,440,n/a
756,7,2022/06/23,102,137,Consumer Durables
757,10,2022/09/29,71,787,Public Utilities
758,6,2022/03/27,137,320,n/a
759,2,2022/02/25,82,576,Consumer Services
760,7,2022/05/23,33,380,Miscellaneous
761,4,2022/02/06,88,103,Consumer Durables
762,1,2022/03/12,20,419,Consumer Services
763,2,2022/01/06,118,178,Capital Goods
764,2,2022/06/08,18,729,Consumer Services
765,6,2022/03/04,21,623,Technology
766,3,2022/02/28,60,785,Finance
767,6,2022/07/06,73,198,n/a
768,7,2022/01/31,137,338,Technology
769,4,2022/08/16,11,60,Consumer Services
770,9,2022/02/06,106,720,Consumer Services
771,10,2022/03/09,103,491,Basic Industries
772,4,2021/12/13,124,547,Transportation
773,8,2022/02/20,48,867,Miscellaneous
774,5,2022/02/08,63,344,Energy
775,5,2021/12/15,21,611,Health Care
776,7,2022/09/10,68,934,Health Care
777,7,2022/08/29,4,548,Finance
778,4,2021/11/03,128,386,n/a
779,4,2022/02/14,48,837,Consumer Services
780,7,2022/07/23,91,800,Finance
781,6,2022/04/10,27,200,Technology
782,5,2022/06/11,80,230,Finance
783,6,2022/04/03,131,915,Consumer Durables
784,4,2022/05/26,89,791,Technology
785,3,2022/08/20,105,17,Public Utilities
786,7,2022/07/07,100,498,Capital Goods
787,3,2022/09/21,136,915,Consumer Services
788,1,2021/12/07,115,711,Finance
789,1,2022/03/21,51,882,Finance
790,4,2021/11/02,60,421,Finance
791,8,2021/10/24,112,721,Finance
792,1,2022/09/11,12,77,Consumer Non-Durables
793,2,2022/05/23,25,256,Energy
794,5,2022/01/09,29,138,Finance
795,7,2021/11/25,10,906,Health Care
796,1,2022/03/10,135,662,Technology
797,3,2022/06/22,57,278,n/a
798,10,2022/08/08,145,922,Consumer Services
799,6,2022/05/20,97,352,Technology
800,4,2021/12/21,11,138,Consumer Non-Durables
801,7,2022/01/11,126,334,Finance
802,7,2022/10/07,129,205,Finance
803,5,2022/07/26,34,987,Public Utilities
804,4,2022/06/19,120,585,Consumer Services
805,5,2021/11/14,53,329,Energy
806,1,2022/08/30,76,511,Finance
807,1,2022/08/28,144,70,n/a
808,7,2022/03/30,80,558,Public Utilities
809,4,2022/07/04,116,765,n/a
810,9,2022/09/04,13,786,Energy
811,10,2021/12/10,7,89,Miscellaneous
812,6,2022/03/08,123,995,Health Care
813,8,2022/02/25,89,574,Consumer Services
814,2,2021/12/08,28,644,Consumer Services
815,4,2021/11/05,42,646,Health Care
816,10,2022/10/06,137,409,Finance
817,8,2022/05/06,75,882,Consumer Services
818,2,2022/07/04,129,992,Capital Goods
819,9,2022/08/20,131,867,Capital Goods
820,7,2022/07/21,121,829,Public Utilities
821,8,2022/06/05,53,191,n/a
822,6,2022/06/22,34,277,Consumer Services
823,7,2022/04/30,93,922,Finance
824,3,2022/02/20,145,402,Consumer Services
825,3,2022/10/07,11,254,Energy
826,1,2021/12/20,62,195,Capital Goods
827,4,2022/03/29,108,138,Consumer Services
828,7,2022/10/14,101,964,n/a
829,8,2022/08/21,10,528,Health Care
830,5,2021/11/27,73,904,n/a
831,4,2021/11/24,28,452,n/a
832,1,2022/07/26,36,30,n/a
833,6,2022/08/15,115,515,Health Care
834,1,2022/09/12,28,859,Technology
835,5,2022/09/28,111,979,Consumer Non-Durables
836,1,2021/11/01,59,837,n/a
837,2,2022/05/15,118,381,Technology
838,1,2022/02/04,71,189,Consumer Non-Durables
839,9,2021/12/26,86,107,n/a
840,5,2022/09/06,52,434,Health Care
841,1,2022/06/12,110,598,n/a
842,2,2022/04/06,45,199,Consumer Services
843,9,2022/07/14,47,797,Finance
844,1,2022/01/05,73,496,Miscellaneous
845,4,2022/10/09,91,968,Finance
846,6,2022/03/02,33,868,Finance
847,3,2022/08/10,69,714,Consumer Services
848,7,2021/12/04,75,635,n/a
849,6,2021/12/25,91,675,Technology
850,5,2022/01/26,135,656,Technology
851,2,2022/08/05,142,521,n/a
852,7,2022/09/30,129,145,Health Care
853,3,2022/05/05,7,70,Finance
854,5,2022/03/01,15,628,Health Care
855,1,2022/03/10,37,725,Technology
856,1,2022/05/14,108,805,n/a
857,6,2022/04/01,81,862,Finance
858,10,2021/12/29,52,801,Consumer Services
859,4,2022/01/25,50,739,Health Care
860,4,2022/05/23,35,901,Basic Industries
861,7,2021/11/06,131,256,Finance
862,9,2022/05/29,59,202,Energy
863,5,2022/05/17,102,368,Consumer Services
864,7,2022/07/29,121,841,Consumer Services
865,2,2022/02/16,131,488,n/a
866,4,2022/01/28,137,958,Transportation
867,1,2022/04/08,25,403,Consumer Non-Durables
868,5,2022/06/09,54,775,Finance
869,8,2022/08/15,59,827,Finance
870,6,2022/06/07,9,729,Capital Goods
871,3,2022/01/27,20,971,n/a
872,4,2022/05/02,107,138,n/a
873,4,2022/10/15,94,365,Capital Goods
874,5,2022/01/03,82,86,Technology
875,3,2022/10/04,123,396,n/a
876,8,2021/10/25,15,332,Health Care
877,1,2022/09/12,134,618,Technology
878,5,2022/04/02,129,553,Finance
879,5,2021/12/28,13,141,Finance
880,4,2022/01/26,28,500,Technology
881,2,2022/05/12,62,852,Finance
882,4,2021/12/18,62,189,Transportation
883,5,2022/01/17,124,589,Basic Industries
884,3,2022/05/23,68,549,Finance
885,3,2022/05/25,2,710,Energy
886,5,2022/09/25,53,672,Finance
887,7,2022/01/19,28,966,Transportation
888,7,2022/07/11,55,6,Technology
889,8,2021/11/04,3,615,n/a
890,3,2022/07/16,141,128,n/a
891,3,2021/12/27,38,143,n/a
892,9,2022/07/02,140,54,Finance
893,4,2022/03/10,93,327,Basic Industries
894,1,2022/03/28,87,784,Finance
895,2,2022/03/28,148,909,Consumer Services
896,2,2022/08/22,102,61,Consumer Non-Durables
897,2,2022/01/20,136,682,Health Care
898,8,2022/02/21,75,228,Finance
899,2,2022/01/16,115,122,Basic Industries
900,8,2021/11/02,46,531,Energy
901,2,2022/05/25,61,577,n/a
902,3,2022/06/08,110,22,n/a
903,3,2022/09/29,15,656,Finance
904,10,2022/05/21,25,740,Consumer Services
905,10,2022/10/05,23,343,n/a
906,2,2022/03/06,62,339,Health Care
907,8,2021/12/05,25,229,Transportation
908,8,2021/12/15,71,978,Consumer Services
909,6,2022/08/25,89,842,Health Care
910,9,2022/04/29,44,633,Consumer Non-Durables
911,2,2022/05/24,75,107,Health Care
912,1,2022/06/07,140,151,Finance
913,5,2022/01/27,69,944,Finance
914,1,2022/02/21,144,565,Consumer Durables
915,2,2022/07/29,105,384,Consumer Non-Durables
916,10,2022/08/24,47,548,Technology
917,4,2022/06/04,20,509,Technology
918,10,2022/07/03,115,988,Finance
919,10,2022/09/20,139,732,Miscellaneous
920,7,2021/12/16,115,463,n/a
921,7,2022/04/07,77,447,Finance
922,2,2022/05/30,129,376,Energy
923,1,2022/09/10,114,231,n/a
924,6,2022/09/04,68,439,n/a
925,8,2021/11/03,15,834,n/a
926,3,2022/08/06,53,108,n/a
927,7,2022/06/03,68,95,Basic Industries
928,2,2022/09/13,15,798,Basic Industries
929,3,2022/04/06,27,469,Finance
930,5,2022/09/02,143,510,Consumer Durables
931,10,2021/10/27,48,948,Consumer Services
932,10,2022/02/09,66,764,Consumer Services
933,10,2021/12/22,35,959,Health Care
934,9,2022/05/21,87,20,Consumer Services
935,10,2022/06/01,46,5,n/a
936,1,2021/12/03,76,834,n/a
937,5,2022/03/18,80,154,Consumer Services
938,7,2022/01/22,88,775,Finance
939,9,2021/11/24,51,434,Public Utilities
940,7,2022/05/07,122,123,n/a
941,1,2022/05/26,92,65,n/a
942,8,2022/07/27,59,233,n/a
943,1,2022/03/16,9,907,Finance
944,9,2021/11/25,54,470,Consumer Services
945,6,2022/06/26,39,936,n/a
946,9,2022/01/09,100,485,Capital Goods
947,6,2022/04/25,150,910,Public Utilities
948,5,2021/12/03,48,294,Basic Industries
949,3,2022/03/27,69,366,n/a
950,2,2022/01/29,71,37,Finance
951,7,2022/08/04,101,597,n/a
952,6,2022/03/17,11,393,Consumer Durables
953,1,2022/09/28,73,83,Public Utilities
954,7,2022/08/04,113,404,Technology
955,9,2021/11/06,125,505,Public Utilities
956,4,2022/02/05,135,470,n/a
957,5,2022/09/19,20,273,Finance
958,7,2022/05/05,67,637,Capital Goods
959,10,2021/12/16,28,261,Capital Goods
960,4,2022/09/17,116,723,Technology
961,3,2021/12/24,6,967,Finance
962,9,2022/03/01,148,335,Energy
963,3,2022/08/04,120,686,Consumer Services
964,9,2021/11/27,14,634,n/a
965,6,2021/12/30,68,748,Basic Industries
966,7,2021/11/30,104,978,Capital Goods
967,5,2022/05/24,26,969,n/a
968,8,2022/06/12,114,631,Finance
969,1,2021/11/29,60,550,Energy
970,1,2022/06/02,37,113,Technology
971,8,2021/10/26,60,177,Health Care
972,7,2022/07/06,86,391,Miscellaneous
973,9,2022/07/10,29,683,Public Utilities
974,8,2022/02/28,4,793,Consumer Durables
975,9,2022/04/28,31,374,Finance
976,6,2021/12/12,51,783,Consumer Services
977,7,2022/05/13,85,491,Consumer Services
978,1,2022/04/21,52,511,Public Utilities
979,7,2022/10/04,42,908,Finance
980,4,2022/02/15,104,43,Health Care
981,4,2022/03/03,3,537,Basic Industries
982,10,2022/03/23,15,629,Finance
983,1,2022/10/01,76,20,Public Utilities
984,2,2021/11/06,115,705,n/a
985,8,2022/04/26,9,980,Consumer Services
986,3,2022/09/14,4,58,Technology
987,3,2022/02/13,98,508,Public Utilities
988,5,2022/07/05,26,137,Basic Industries
989,5,2022/01/08,121,785,Finance
990,7,2022/03/30,14,547,n/a
991,4,2022/08/08,74,923,Basic Industries
992,5,2022/09/09,136,296,Basic Industries
993,10,2022/04/03,119,289,Finance
994,9,2021/11/29,41,904,Technology
995,3,2022/06/16,42,116,n/a
996,8,2022/03/06,149,503,n/a
997,9,2022/05/20,144,64,Finance
998,6,2022/07/11,3,124,Consumer Durables
999,10,2022/01/12,42,790,Finance
1000,10,2022/03/28,111,441,Consumer Durables
