id,grade,date,teacher_id,student_id,lesson
684,10,2022/05/29,83,226,Finance
685,2,2022/08/09,142,473,Public Utilities
686,1,2022/06/14,21,438,Consumer Services
687,7,2021/11/13,90,795,n/a
688,1,2022/04/05,123,918,Technology
689,6,2022/05/20,130,814,Technology
690,1,2022/08/17,135,430,Technology
691,2,2022/08/23,40,157,n/a
692,10,2022/08/26,60,230,n/a
693,6,2021/11/15,83,812,Health Care
694,4,2022/01/15,13,667,n/a
695,8,2022/05/30,78,326,n/a
696,3,2021/10/26,71,931,Finance
697,3,2021/12/11,128,167,Consumer Non-Durables
698,9,2021/11/15,63,876,Consumer Services
699,1,2022/02/04,26,187,Finance
700,8,2021/10/18,48,256,n/a
701,9,2022/01/08,6,261,Health Care
702,6,2022/10/03,2,969,Health Care
703,3,2022/04/14,3,126,Finance
704,9,2022/08/19,136,43,Technology
705,10,2022/08/12,57,529,Finance
706,4,2022/01/19,100,585,n/a
707,3,2022/07/08,112,885,Consumer Services
708,1,2022/05/21,5,347,Public Utilities
709,9,2022/09/02,2,261,Finance
710,5,2021/12/10,63,871,n/a
711,7,2022/06/19,64,972,n/a
712,3,2022/08/19,9,552,n/a
713,9,2022/04/26,89,292,Finance
714,6,2022/08/19,37,583,Energy
715,9,2022/08/07,93,530,Finance
716,4,2021/11/28,73,680,Finance
717,2,2022/09/21,42,619,Technology
718,4,2022/02/26,130,204,n/a
719,10,2022/03/28,133,268,Consumer Services
720,8,2022/02/14,102,748,Finance
721,3,2022/08/19,3,984,Public Utilities
722,1,2021/11/26,137,948,n/a
723,2,2022/02/12,41,957,Technology
724,8,2022/03/26,72,960,Health Care
725,10,2022/07/09,145,616,Technology
726,9,2022/03/03,147,437,n/a
727,1,2022/08/06,34,138,Technology
728,5,2022/05/05,14,900,Consumer Services
729,2,2022/03/06,43,482,Miscellaneous
730,5,2022/03/31,125,926,Finance
731,9,2022/03/06,134,834,Finance
732,7,2022/06/29,29,683,Finance
733,4,2022/08/03,138,204,Finance
734,7,2022/07/05,73,790,Basic Industries
735,10,2022/04/21,128,697,Health Care
736,8,2022/09/13,56,911,Finance
737,2,2021/11/13,122,935,Consumer Services
738,1,2022/02/11,123,730,n/a
739,6,2022/03/22,72,39,n/a
740,2,2022/06/13,18,652,Finance
741,1,2022/02/20,35,46,n/a
742,1,2021/12/06,84,867,Finance
743,2,2022/07/20,131,771,Consumer Durables
744,8,2022/06/05,35,107,Health Care
745,6,2021/11/14,122,54,Capital Goods
746,4,2022/01/14,94,305,Technology
747,4,2022/01/20,78,438,Finance
748,1,2021/11/01,133,381,n/a
749,10,2022/03/16,84,97,Consumer Services
750,4,2022/05/06,101,680,Consumer Services
751,7,2022/10/17,22,21,n/a
752,7,2022/06/29,21,629,Technology
753,5,2022/09/07,27,694,Finance
754,8,2022/08/16,50,862,Finance
755,7,2021/12/27,95,857,Technology
756,8,2022/09/14,138,752,Energy
757,10,2022/02/11,131,527,n/a
758,10,2022/08/18,4,134,n/a
759,4,2022/09/22,90,940,Miscellaneous
760,8,2021/12/11,37,412,Technology
761,2,2022/10/11,148,391,Finance
762,3,2022/09/03,140,776,Health Care
763,4,2022/07/19,78,622,Finance
764,1,2022/09/29,138,189,Finance
765,9,2022/10/09,57,523,Consumer Services
766,5,2022/01/09,72,451,Consumer Services
767,5,2021/12/30,106,531,Finance
768,4,2022/06/15,91,485,Technology
769,2,2022/08/29,148,731,Finance
770,10,2022/01/28,80,839,n/a
771,6,2021/12/25,146,232,n/a
772,10,2022/10/17,5,16,Health Care
773,7,2022/09/14,83,958,Consumer Services
774,4,2022/07/26,100,5,n/a
775,7,2022/06/27,101,81,n/a
776,1,2022/02/27,34,220,n/a
777,8,2021/10/25,114,860,Technology
778,10,2022/03/16,116,974,Health Care
779,9,2022/04/23,80,423,Technology
780,9,2022/03/06,36,279,Transportation
781,10,2022/07/11,74,596,Finance
782,10,2022/09/01,102,21,Finance
783,8,2021/12/20,119,381,Health Care
784,8,2022/03/03,61,72,n/a
785,10,2022/08/01,56,501,Technology
786,3,2022/02/16,125,397,Consumer Non-Durables
787,1,2022/07/08,135,301,Finance
788,6,2021/10/24,13,929,Consumer Services
789,10,2022/03/09,113,13,Technology
790,5,2022/01/06,110,734,n/a
791,2,2022/02/08,56,886,Finance
792,1,2022/09/25,117,782,Finance
793,7,2021/10/26,25,360,Health Care
794,4,2022/03/29,85,699,n/a
795,10,2022/04/26,29,227,Finance
796,7,2022/06/20,4,995,Technology
797,1,2022/07/21,74,215,Consumer Durables
798,5,2021/12/04,73,588,Consumer Durables
799,6,2022/08/23,2,154,Energy
800,8,2022/06/17,112,985,n/a
801,4,2022/06/23,19,628,Basic Industries
802,6,2022/04/02,23,978,n/a
803,9,2022/02/07,82,581,Consumer Non-Durables
804,5,2022/08/16,143,600,Consumer Services
805,7,2022/05/06,86,577,Consumer Services
806,8,2022/06/09,76,778,Finance
807,1,2022/06/22,117,657,Health Care
808,1,2022/07/16,121,771,n/a
809,2,2022/04/15,59,249,n/a
810,1,2022/01/02,119,226,Basic Industries
811,8,2021/11/02,14,146,n/a
812,4,2022/01/28,124,905,Finance
813,7,2022/04/05,13,496,n/a
814,5,2021/10/31,3,571,n/a
815,8,2022/08/14,93,92,Finance
816,6,2022/05/22,147,163,Consumer Services
817,1,2022/03/29,103,722,Consumer Services
818,10,2022/02/17,63,934,n/a
819,7,2022/06/23,100,483,n/a
820,10,2022/08/23,69,30,Finance
821,2,2021/12/07,71,374,Consumer Services
822,4,2021/11/08,74,985,n/a
823,10,2021/10/25,82,409,Finance
824,4,2022/10/10,107,192,Miscellaneous
825,1,2021/11/10,134,926,Capital Goods
826,2,2021/11/01,68,8,Basic Industries
827,1,2022/09/28,94,796,Consumer Durables
828,5,2022/01/02,108,147,Health Care
829,3,2022/04/08,45,397,Health Care
830,6,2022/03/03,61,180,Consumer Durables
831,3,2022/10/17,53,516,Energy
832,9,2022/07/14,66,747,Finance
833,6,2021/11/27,137,539,Public Utilities
834,3,2021/11/06,78,516,n/a
835,5,2022/06/14,28,12,Energy
836,10,2022/05/15,75,184,Consumer Services
837,4,2022/08/03,19,863,Technology
838,6,2022/08/20,61,681,n/a
839,3,2022/04/12,141,152,Health Care
840,5,2021/11/07,41,884,Consumer Services
841,3,2021/11/13,12,99,Health Care
842,2,2022/04/06,35,623,Capital Goods
843,4,2022/05/29,66,149,Public Utilities
844,2,2022/05/23,141,483,n/a
845,3,2022/09/21,121,404,n/a
846,9,2022/06/21,49,943,n/a
847,9,2022/07/13,15,88,Technology
848,2,2021/11/10,61,126,Consumer Services
849,1,2021/10/25,35,446,Capital Goods
850,7,2022/01/24,31,773,Health Care
851,7,2022/05/08,144,679,Health Care
852,8,2022/04/05,89,26,Consumer Services
853,3,2021/12/11,99,848,Health Care
854,8,2022/01/14,84,616,n/a
855,10,2022/08/05,104,549,Finance
856,1,2022/09/17,31,988,Consumer Services
857,7,2021/11/27,97,167,Consumer Non-Durables
858,7,2022/05/12,36,640,n/a
859,10,2022/06/28,121,481,Finance
860,9,2022/07/25,72,516,Capital Goods
861,10,2021/11/12,5,463,n/a
862,2,2022/06/09,98,538,Basic Industries
863,10,2022/01/21,50,409,Transportation
864,5,2022/05/02,12,529,Consumer Non-Durables
865,1,2022/02/23,40,8,n/a
866,10,2022/09/15,143,114,Technology
867,6,2022/08/08,85,292,Basic Industries
868,5,2022/01/14,139,695,Consumer Services
869,9,2022/01/05,14,526,n/a
870,4,2022/06/25,22,12,n/a
871,6,2022/01/04,36,623,n/a
872,9,2022/02/11,22,150,Basic Industries
873,2,2021/12/28,72,647,Energy
874,8,2022/03/03,64,90,Consumer Services
875,10,2022/05/19,56,37,Technology
876,9,2021/12/17,19,140,Finance
877,3,2021/10/21,17,983,Finance
878,10,2021/11/29,48,277,Consumer Non-Durables
879,6,2022/01/10,37,71,Public Utilities
880,5,2022/07/26,25,118,Finance
881,9,2022/10/12,97,269,Consumer Services
882,9,2022/03/18,44,81,Finance
883,8,2022/06/19,96,718,n/a
884,4,2021/12/08,50,185,Consumer Durables
885,10,2022/08/17,109,263,n/a
886,1,2022/02/18,55,928,n/a
887,10,2022/03/29,59,633,Capital Goods
888,1,2022/01/14,10,549,Miscellaneous
889,3,2022/04/14,100,857,Finance
890,9,2022/01/25,141,900,Basic Industries
891,9,2022/01/05,139,732,Finance
892,10,2022/08/05,139,797,n/a
893,7,2022/01/02,137,18,Public Utilities
894,5,2022/04/10,118,157,n/a
895,10,2022/04/23,127,642,Health Care
896,3,2021/12/02,32,742,Health Care
897,4,2022/08/16,55,723,Health Care
898,6,2022/08/26,88,446,Health Care
899,5,2022/03/16,32,527,Capital Goods
900,4,2022/02/10,125,836,n/a
901,3,2022/06/11,60,782,Finance
902,1,2021/11/25,84,453,Health Care
903,8,2022/06/17,94,669,n/a
904,1,2021/11/01,42,169,Miscellaneous
905,10,2022/02/16,36,255,Energy
906,4,2022/08/11,56,104,Consumer Non-Durables
907,7,2022/04/07,92,493,n/a
908,10,2022/07/31,15,156,Health Care
909,8,2022/08/31,75,230,Technology
910,4,2021/11/25,64,311,n/a
911,5,2022/03/07,10,474,Technology
912,10,2022/05/13,19,301,n/a
913,3,2022/09/18,118,568,Finance
914,4,2022/02/02,110,310,Health Care
915,7,2022/04/05,30,476,Public Utilities
916,8,2022/06/07,48,269,Health Care
917,10,2022/08/17,118,68,Health Care
918,10,2022/01/27,73,22,Technology
919,4,2022/07/16,107,317,n/a
920,3,2022/09/24,46,911,n/a
921,6,2022/07/02,129,787,Consumer Non-Durables
922,2,2021/11/12,149,136,n/a
923,8,2022/07/07,99,934,Miscellaneous
924,1,2022/09/20,79,207,Finance
925,8,2021/11/30,62,245,Public Utilities
926,5,2022/04/23,138,400,Transportation
927,10,2021/12/29,115,600,Consumer Services
928,6,2022/01/20,74,364,n/a
929,6,2022/01/23,69,659,Finance
930,6,2021/11/15,90,780,Technology
931,1,2022/07/07,43,821,Technology
932,8,2022/04/29,80,540,Finance
933,1,2022/08/03,54,17,Public Utilities
934,2,2021/11/26,48,548,Finance
935,10,2022/02/24,22,813,Finance
936,8,2022/06/28,19,112,Technology
937,4,2022/08/25,57,667,n/a
938,9,2022/03/08,126,203,n/a
939,6,2022/07/12,92,869,Finance
940,1,2022/04/24,65,359,Consumer Services
941,4,2021/10/31,39,238,n/a
942,1,2022/06/28,103,451,Finance
943,2,2022/04/17,37,988,n/a
944,2,2022/03/31,42,823,Basic Industries
945,6,2021/11/30,97,66,Technology
946,2,2022/03/08,34,732,Technology
947,1,2022/08/21,1,853,Technology
948,8,2021/12/02,91,231,Finance
949,6,2022/07/27,71,733,n/a
950,2,2022/10/11,129,633,Transportation
951,2,2022/09/03,118,940,Health Care
952,3,2021/12/27,33,442,Consumer Services
953,2,2022/04/30,147,340,Finance
954,3,2022/02/04,44,726,Health Care
955,6,2022/01/08,140,840,Consumer Non-Durables
956,4,2021/11/25,143,628,n/a
957,8,2022/04/20,4,358,Transportation
958,10,2022/02/01,108,648,Consumer Durables
959,6,2021/11/19,74,560,Consumer Services
960,6,2022/05/30,59,193,Health Care
961,9,2022/02/11,15,106,Basic Industries
962,8,2022/02/07,123,577,Consumer Services
963,6,2021/10/26,21,142,n/a
964,1,2022/02/28,97,888,Finance
965,4,2022/05/04,128,212,Energy
966,7,2021/12/29,121,168,Capital Goods
967,6,2022/09/26,69,91,n/a
968,8,2021/11/07,142,215,Health Care
969,7,2022/07/19,44,339,Technology
970,1,2021/11/08,87,110,Health Care
971,3,2022/08/23,11,391,Consumer Non-Durables
972,9,2022/02/12,149,676,Capital Goods
973,1,2022/06/05,1,814,Finance
974,10,2021/10/25,121,396,Consumer Services
975,8,2022/07/27,127,473,Health Care
976,3,2022/08/04,10,999,Consumer Services
977,8,2022/07/11,3,109,Finance
978,4,2022/06/05,123,814,Consumer Services
979,2,2022/08/18,82,418,Consumer Durables
980,8,2022/10/06,90,955,Energy
981,4,2022/09/10,18,472,Finance
982,3,2022/02/11,51,206,Consumer Services
983,2,2022/09/08,38,98,n/a
984,6,2022/05/13,44,874,Finance
985,9,2021/12/26,28,349,n/a
986,9,2022/07/11,12,256,Health Care
987,1,2021/10/24,142,831,Finance
988,7,2022/03/17,57,755,Health Care
989,8,2022/02/26,61,73,Consumer Services
990,1,2022/07/30,72,528,Technology
991,4,2021/10/29,78,576,Finance
992,3,2022/02/14,14,370,Basic Industries
993,9,2022/06/06,125,834,Public Utilities
994,9,2022/01/05,18,496,Finance
995,3,2021/12/28,142,297,Energy
996,10,2022/04/24,20,471,n/a
997,7,2022/04/13,70,949,Health Care
998,9,2021/12/01,81,335,n/a
999,5,2022/08/29,70,640,n/a
1000,2,2022/06/13,95,1000,Finance
